cik,AccountsPayableCurrent_USD,AccumulatedOtherComprehensiveIncomeLossNetOfTax_USD,AdditionalPaidInCapital_USD,AssetsCurrent_USD,Assets_USD,CashAndCashEquivalentsAtCarryingValue_USD,CashAndCashEquivalentsPeriodIncreaseDecrease_USD,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect_USD,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents_USD,CommonStockSharesAuthorized_shares,CommonStockSharesIssued_shares,CommonStockSharesOutstanding_shares,CommonStockValue_USD,DeferredTaxAssetsValuationAllowance_USD,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate_pure,EntityCommonStockSharesOutstanding_shares,EntityPublicFloat_USD,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest_USD,IncomeTaxExpenseBenefit_USD,InterestPaidNet_USD,LiabilitiesAndStockholdersEquity_USD,LiabilitiesCurrent_USD,Liabilities_USD,NetCashProvidedByUsedInFinancingActivities_USD,NetCashProvidedByUsedInInvestingActivities_USD,NetCashProvidedByUsedInOperatingActivities_USD,NetIncomeLoss_USD,OperatingIncomeLoss_USD,OperatingLeaseRightOfUseAsset_USD,PaymentsToAcquirePropertyPlantAndEquipment_USD,PreferredStockSharesAuthorized_shares,PreferredStockSharesIssued_shares,PreferredStockSharesOutstanding_shares,ProceedsFromIssuanceOfCommonStock_USD,ProfitLoss_USD,PropertyPlantAndEquipmentNet_USD,RetainedEarningsAccumulatedDeficit_USD,ShareBasedCompensation_USD,StockIssuedDuringPeriodValueNewIssues_USD,StockholdersEquity_USD,UnrecognizedTaxBenefits_USD,WeightedAverageNumberOfDilutedSharesOutstanding_shares,WeightedAverageNumberOfSharesOutstandingBasic_shares
1282977,,-25501000.0,,,585799000.0,112703000.0,,,112703000.0,100000000.0,48701743.0,19001605.0,487000.0,2298000.0,,,,,,,585799000.0,,497732000.0,,,,,,76440000.0,,,,,,,21242000.0,95424000.0,,,88067000.0,,,
1282980,117313.0,,,328072.0,328072.0,322032.0,,,322032.0,500000000.0,202308728.0,202308728.0,20231.0,7059329.0,,,,,,,328072.0,702669.0,702669.0,,,,,,,,12500000.0,0.0,0.0,,,,-41454121.0,,,-374597.0,,,
1283140,46400000.0,,,93992000.0,2167565000.0,21990000.0,,,21990000.0,,,,,,,,,,,,2167565000.0,79745000.0,,,,,,,2979000.0,,,,,,,1450685000.0,,,,,,,
1283630,,-22777000.0,,,7531160000.0,54017000.0,,,73972000.0,800000000.0,137540345.0,137540345.0,,,,,,,,,7531160000.0,,4350056000.0,,,,,,457573000.0,,,,,,,,-1332689000.0,,,3114128000.0,0.0,,
1283699,,-1581000000.0,,23885000000.0,200162000000.0,10385000000.0,,,10463000000.0,2000000000.0,1243345584.0,1241805706.0,0.0,878000000.0,,,,,,,200162000000.0,21703000000.0,,,,,,,28021000000.0,,,,,,,41175000000.0,-5836000000.0,,,65344000000.0,1159000000.0,,
1283789,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
1284196,,,,0.0,0.0,0.0,,,,10000000.0,500000.0,500000.0,500.0,63080.0,,,,,,,0.0,2000.0,2000.0,,,,,,,,,,,,,,-300383.0,,,-2000.0,,,
1284450,,72645.0,48891697.0,46458.0,121642.0,8129.0,,,,100000000.0,27742346.0,27742346.0,27742.0,,,27742346.0,,,,,121643.0,2819954.0,2822092.0,,,,,,44144.0,,,,,,,31040.0,-51692533.0,,,-2700449.0,,,
1284454,0.0,,2071913.0,0.0,0.0,0.0,,,0.0,180000000.0,105569068.0,105569068.0,111945.0,,,,,,,,0.0,580457.0,580457.0,,,,,,,,10000000.0,0.0,0.0,,,,-2766597.0,,,-580457.0,,,
1284812,,-4134000.0,670142000.0,,348453000.0,41232000.0,,,41232000.0,500000000.0,53462621.0,53462621.0,535000.0,2698000.0,,,,,,,348453000.0,,123549000.0,,,,,,31203000.0,,,,,,,10341000.0,-291542000.0,,,174239000.0,13616000.0,,
1285543,,,39814000.0,203000.0,376000.0,162000.0,,,162000.0,4000000000.0,718263338.0,718263338.0,72000.0,,,194150325.0,,,,,376000.0,14130000.0,14718000.0,,,,,,157000.0,,10000000.0,0.0,0.0,,,2000.0,-54396000.0,,,-14342000.0,,,
1285550,300000.0,,,25462000.0,29518000.0,20099000.0,,,20099000.0,200000000.0,17047584.0,17047584.0,170000.0,24459000.0,,,,,,,29518000.0,3200000.0,27141000.0,,,,,,2736000.0,,25000000.0,0.0,0.0,,,319000.0,-119522000.0,,,2377000.0,,,
1285785,769100000.0,-1806200000.0,,3521200000.0,19789800000.0,574000000.0,,,594400000.0,1000000000.0,389646939.0,378764442.0,3800000.0,683000000.0,,379093342.0,4700000000.0,,,,19789800000.0,3146500000.0,,,,,,,173100000.0,,15000000.0,0.0,0.0,,,11854300000.0,10511000000.0,,,9581400000.0,36900000.0,,
1285786,,,,,,,,,,,,,,,,84677831.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285819,4199000.0,,,151285000.0,181042000.0,10501000.0,,,10501000.0,150000000.0,61671231.0,61671231.0,616000.0,219986000.0,,,,,,,181042000.0,36736000.0,,,,,,,25526000.0,,20000000.0,0.0,0.0,,,,-872672000.0,,,-120752000.0,,,
1286043,,-30885000.0,2085003000.0,,2608539000.0,43648000.0,,,46586000.0,225000000.0,84187999.0,84187999.0,842000.0,,,,,,,,2608539000.0,,1333912000.0,,,,,,,,,,,,,,-824306000.0,,,1230654000.0,,,
1286139,28734000.0,-13827000.0,,133561000.0,252064000.0,114470000.0,,,139470000.0,264720000.0,125037000.0,125037000.0,126000.0,12950000.0,,,,,,,252064000.0,199933000.0,731790000.0,,,,,,,,,,,,,51374000.0,-639348000.0,,,-550632000.0,7231000.0,,
1286225,44034000.0,-4403000.0,,1027072000.0,3488015000.0,594734000.0,,,822256000.0,250000000.0,102694840.0,102134949.0,103000.0,2467000.0,,,,,,,3488015000.0,880174000.0,1872672000.0,,,,,,59312000.0,,10000000.0,0.0,0.0,,,181211000.0,38103000.0,,,1615343000.0,0.0,,
1286459,,,5201900.0,9889.0,9889.0,1889.0,,,,4200000000.0,3269434672.0,3269434672.0,3269437.0,,,,,,,,9889.0,17661034.0,,,,,,,,,5000000.0,,,,,,-25751625.0,,,-17651145.0,,,
1286613,15676000.0,-4165000.0,30512000.0,74164000.0,245190000.0,38026000.0,,,38026000.0,100000000.0,26476329.0,26476329.0,,0.0,,,,,,,245190000.0,66842000.0,142141000.0,,,,,,55187000.0,,,,,,,48388000.0,6203000.0,,,91067000.0,,,
1286648,6450.0,,5180816.0,349324.0,357926.0,,,,180544.0,500000000.0,12793357.0,12793357.0,12793.0,1266200.0,,,,,,,357926.0,1795970.0,1885420.0,,,,,,,,,,,,,8602.0,-6060923.0,,,-847314.0,,,
1286681,94499000.0,-2424000.0,,869384000.0,1567168000.0,168821000.0,,,502146000.0,170000000.0,38868350.0,38868350.0,,7600000.0,,,,,,,1567168000.0,470819000.0,4867573000.0,,,,,,228268000.0,,5000000.0,0.0,,,,297364000.0,-3303492000.0,,,-3300405000.0,3318000.0,,
1286964,3843683.0,,,14903637.0,63088094.0,3348244.0,,,3590403.0,,,,,,,,,,,,63088094.0,25585323.0,,,,,,,8961285.0,,,,,,,38889918.0,,,,,,,
1286973,,,,,,,,,,,,,,,,117975579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287098,890200.0,,127673900.0,45253400.0,51780100.0,18755200.0,,,18755200.0,200000000.0,77382473.0,77382473.0,773800.0,19923300.0,,,,,,,51780100.0,11614300.0,18554700.0,,,,,,1728300.0,,0.0,0.0,0.0,,,4546200.0,-95222300.0,,,33225400.0,,,
1287213,16284000.0,-5495000.0,,217187000.0,579202000.0,41030000.0,,,41030000.0,200000000.0,22857457.0,22857457.0,229000.0,3374000.0,,,,,,,579202000.0,66206000.0,,,,,,,21441000.0,,,,,,,64320000.0,47712000.0,,,200204000.0,1954000.0,,
1287750,,,,,,,,,326000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7176000000.0,,,
1287808,20953000.0,1318000.0,215010000.0,182903000.0,271999000.0,34229000.0,,,41413000.0,100000000.0,62920000.0,,6000.0,20103000.0,,,,,,,271999000.0,79575000.0,162711000.0,,,,,,13116000.0,,1000000.0,0.0,,,,9443000.0,-79542000.0,,,107736000.0,6328000.0,,
1287865,,-51324000.0,,,16829014000.0,549884000.0,,,,750000000.0,541419000.0,541419000.0,541000.0,36977000.0,,,,,,,16829014000.0,,9485157000.0,,,,,,8234000.0,,10000000.0,,0.0,,,,-71411000.0,,,7338532000.0,,,
1288359,1498000.0,,,19775000.0,127404000.0,8445000.0,,,,,,,,0.0,,,,,,,127404000.0,16168000.0,102149000.0,,,,,,1539000.0,,,,,,,59386000.0,20758000.0,,,25255000.0,,,
1288403,41304000.0,,,107228000.0,940582000.0,43726000.0,,,,200000000.0,145174000.0,142305000.0,1000.0,22361000.0,,,,,,,940582000.0,115000000.0,,,,,,,11509000.0,,20000000.0,0.0,,,,686878000.0,-734459000.0,,,-208286000.0,0.0,,
1288469,32751000.0,1435000.0,,361718000.0,1022442000.0,148901000.0,,,150034000.0,550000000.0,74536000.0,74536000.0,7000.0,71811000.0,,74543700.0,,,,,1022442000.0,233661000.0,631325000.0,,,,,,21886000.0,,25000000.0,0.0,0.0,,,39470000.0,-212389000.0,,,391117000.0,63765000.0,,
1288750,109653.0,,79872664.0,1218893.0,15562754.0,1155493.0,,,,200000000.0,113025224.0,113025224.0,113025.0,,,113800224.0,,,,,15562754.0,377987.0,792010.0,,,,,,,,10000000.0,0.0,0.0,,,13799465.0,-65214945.0,,,14770745.0,,,
1288770,,,31998045.0,7739823.0,9340942.0,4451256.0,,,4747578.0,250000000.0,46817017.0,46817017.0,46817.0,,,46817017.0,,,,,9340942.0,426819.0,426819.0,,,,,,,,,,,,,570375.0,-22813141.0,,,9226864.0,,,
1288847,17145000.0,335000.0,476941000.0,689118000.0,1063742000.0,220372000.0,,,220372000.0,450000000.0,66496060.0,66496060.0,,51127000.0,,,,,,,1063742000.0,103561000.0,784578000.0,,,,,,9010000.0,,5000000.0,0.0,0.0,,,51213000.0,-198179000.0,,,279164000.0,6076000.0,,
1288855,,-69000.0,50263000.0,,235112000.0,,,,,10000000.0,3203455.0,3203455.0,32000.0,4005000.0,,,,,,,235112000.0,,217278000.0,,,,,,904000.0,,6000000.0,,,,,1413000.0,-32392000.0,,,17834000.0,,,
1289237,,,,77170000.0,208928000.0,76769000.0,,,76769000.0,,,,,,,,0.0,,,,208928000.0,2897000.0,8686000.0,,,,,,219000.0,,,,,,,33000.0,,,,,,,
1289308,269019000.0,-94030000.0,546385000.0,1684147000.0,3475228000.0,488651000.0,,,488651000.0,135000000.0,55407527.0,42624471.0,554000.0,,,42686988.0,,,,,3475228000.0,605632000.0,1943814000.0,,,,,,64646000.0,,1000000.0,0.0,0.0,,,507858000.0,1643583000.0,,,1527557000.0,,,
1289340,1608636.0,,522709846.0,52716739.0,55455825.0,43939512.0,,,43940000.0,300000000.0,73694203.0,,73694.0,28378947.0,,,,,,,55455825.0,13573186.0,15226584.0,,,,,,2235442.0,,10000000.0,,5610121.0,,,195129.0,-487959233.0,,,34624000.0,,,
1289419,,-22000000.0,,730000000.0,2696000000.0,422500000.0,,,422500000.0,200000000.0,,42898158.0,0.0,,,42903180.0,,,,,2696000000.0,626500000.0,1424600000.0,,,,,,147700000.0,,,,,,,155100000.0,1389400000.0,,,,11800000.0,,
1289460,66977000.0,-106000.0,,510651000.0,2325161000.0,363155000.0,,,363155000.0,100000000.0,69561861.0,69561861.0,70000.0,0.0,,,,,,,2325161000.0,506318000.0,1382110000.0,,,,,,530625000.0,,1000000.0,0.0,0.0,,,1088623000.0,781915000.0,,,927505000.0,1662000.0,,
1289490,,-99093000.0,,,9395848000.0,109124000.0,,,128009000.0,500000000.0,131357961.0,131357961.0,1314000.0,3302000.0,,,,,,,9395848000.0,,6459724000.0,,,,,,252172000.0,,50000000.0,0.0,0.0,,,,-354900000.0,,,2547779000.0,0.0,,
1289636,1178979.0,-2148924.0,30293472.0,25835775.0,48323225.0,9148312.0,,,9148312.0,100000000.0,51384961.0,47972583.0,51385.0,,,,,,,,48323225.0,2415300.0,2950839.0,,,,,,,,10000000.0,0.0,0.0,,,12021811.0,22529472.0,,,45372386.0,,,
1289790,30470000.0,-6175000.0,,1920156000.0,4178639000.0,1828063000.0,,,,500000000.0,87361929.0,87361929.0,87000.0,,,87396276.0,,,,,4178639000.0,1222207000.0,3285333000.0,,,,,,322892000.0,,100000000.0,0.0,0.0,,,854200000.0,713129000.0,,,885016000.0,,,
1289848,648000.0,13061000.0,,230513000.0,1050975000.0,67177000.0,,,67177000.0,500000000.0,25346916.0,,246000.0,2112000.0,,,,,,,1050975000.0,186869000.0,,,,,,,39360000.0,,50000000.0,0.0,,,,29093000.0,214009000.0,,,551942000.0,,,
1289850,142316.0,,202129195.0,7089866.0,7994575.0,5226213.0,,,5226213.0,25000000.0,3793739.0,3793739.0,379.0,3012513.0,,3796147.0,,,,,7994575.0,2285390.0,2746800.0,,,,,,692692.0,,,,,,,183494.0,-196881800.0,,,5247775.0,,,
1289877,,-19316000.0,,356436000.0,3093211000.0,215445000.0,,,224398000.0,300000000.0,127810064.0,127810064.0,1278000.0,,,127810064.0,,,,,3093211000.0,576531000.0,2297560000.0,,,,,,,,,,,,,,-257063000.0,,,795651000.0,,,
1289945,,-1452000.0,,118885000.0,277291000.0,48729000.0,,,48729000.0,75000000.0,19384192.0,19384192.0,2000.0,22108000.0,,19369436.0,,,,,277291000.0,57440000.0,76678000.0,,,,,,14016000.0,,25000000.0,0.0,0.0,,,7815000.0,110283000.0,,,200613000.0,0.0,,
1290109,,,,,,,,,,,,,,,,357815700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290149,2205000.0,,,106470000.0,107487000.0,104055000.0,,,104355000.0,500000000.0,11128484.0,11128484.0,11000.0,35513000.0,,,,,,,107487000.0,9353000.0,9528000.0,,,,,,318000.0,,10000000.0,0.0,0.0,,,52000.0,-846589000.0,,,97959000.0,621000.0,,
1290476,,430000.0,54510000.0,,706236000.0,,,,43451000.0,10000000.0,1466516.0,1466516.0,5794000.0,,,,,,,,706236000.0,,654240000.0,,,,,,916000.0,,,,,,,11779000.0,-8738000.0,,,51996000.0,,,
1290658,169914.0,,4794261.0,105501.0,453357.0,103074.0,,,103074.0,1000000000.0,145110129.0,145110129.0,145111.0,1287319.0,,143825630.0,,,,,453357.0,2770937.0,2808637.0,,,,,,,,10000000.0,0.0,0.0,,,,-7480678.0,,,-2541280.0,,,
1290677,9201000.0,-2635000.0,102423000.0,163403000.0,496049000.0,41765000.0,,,76839000.0,,,,,2236000.0,,,,,,,496049000.0,56629000.0,378562000.0,,,,,,17918000.0,,40000000.0,0.0,0.0,,,15524000.0,23645000.0,,,,0.0,,
1290900,112402000.0,-45006000.0,,310537000.0,454373000.0,,,,50503000.0,60000000.0,31249811.0,31249811.0,313000.0,16441000.0,,,,,,,454373000.0,164887000.0,359003000.0,,,,,,30047000.0,,5000000.0,0.0,0.0,,,62776000.0,-97356000.0,,,95370000.0,1006000.0,,
1291733,,,,,,,,,,,,,,,,2863682710.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291855,,,,24942000.0,40344000.0,3137000.0,,,3952000.0,48000000.0,19998.745,19998.745,1397000.0,21121000.0,,19998745.0,,,,,40344000.0,19598000.0,35425000.0,,,,,,0.0,,,,,,,1371000.0,-85331000.0,,,4919000.0,,,
1292519,481000.0,,,19656000.0,21910000.0,19493000.0,,,19603000.0,50000000.0,23631886.0,23631886.0,3000.0,42253000.0,,,,,,,21910000.0,1972000.0,2724000.0,,,,,,928000.0,,,,,,,85000.0,-228234000.0,,,19186000.0,,,
1293135,,,,,,,,,,,,,,,,158723841.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293282,,1611000.0,,127763000.0,456568000.0,82616000.0,,,,100000000.0,55633155.0,28122603.0,56000.0,304000.0,,,,,,,456568000.0,46418000.0,254062000.0,,,,,,26031000.0,,5000000.0,0.0,0.0,,,13661000.0,37580000.0,,,202506000.0,0.0,,
1293310,15366000.0,,419923000.0,68212000.0,68302000.0,67737000.0,,,67737000.0,225000000.0,51626508.0,51626508.0,52000.0,82441000.0,,,,,,,68302000.0,20415000.0,22757000.0,,,,,,,,,,,,,,-374430000.0,,,45545000.0,1060000.0,,
1293818,1868666.0,2547182.0,219129045.0,16887643.0,49751045.0,13360463.0,,,14107255.0,50000000.0,25085534.0,25085534.0,250855.0,98874420.0,,,,,,,49751045.0,7372030.0,28559790.0,,,,,,2082300.0,,10000000.0,0.0,0.0,,,3259487.0,-200735827.0,,,21191255.0,,,
1293971,13811000.0,-5505000.0,4260443000.0,1215537000.0,1781252000.0,260629000.0,,,373728000.0,125000000.0,66432000.0,66432000.0,665000.0,843385000.0,,,,,,,1781252000.0,203588000.0,426196000.0,,,,,,67563000.0,,5000000.0,0.0,0.0,,,17373000.0,-2900547000.0,,,1355056000.0,18994000.0,,
1294133,12520000.0,475000.0,,305697000.0,461852000.0,211962000.0,,,,200000000.0,22131447.0,22131447.0,22000.0,,,,,,,,461852000.0,56710000.0,112229000.0,,,,,,8827000.0,,10000000.0,0.0,0.0,,,28230000.0,75605000.0,,,349623000.0,1932000.0,,
1295401,,17708000.0,,,6276841000.0,345515000.0,,,345515000.0,75000000.0,57550629.0,57550629.0,,,,,,,,,6276841000.0,,5695677000.0,,,,,,,,,,,,,17608000.0,128453000.0,,,581164000.0,338000.0,,
1295484,12733000.0,42448000.0,,1769751000.0,2402403000.0,504628000.0,,,504974000.0,500000000.0,67406657.0,67406657.0,8000.0,,,67406657.0,,,,,2402403000.0,430715000.0,473173000.0,,,,,,47183000.0,,,,,,,41863000.0,,,,1896206000.0,,,
1295514,65599.0,,28370.0,,0.0,0.0,,,0.0,200000000.0,18010208.0,18010208.0,18010.0,,,,,,,,0.0,275599.0,275599.0,,,,,,,,10000000.0,10000000.0,10000000.0,,,,-331979.0,,,-275599.0,,,
1295810,,,2586108000.0,435145000.0,2985717000.0,368406000.0,,,416139000.0,500000000.0,215593401.0,215593401.0,2156000.0,23997000.0,,215593401.0,,,,,2985717000.0,90793000.0,896338000.0,,,,,,26093000.0,,100000000.0,,,,,6767000.0,913766000.0,,,2048644000.0,,,
1295947,29114000.0,-17231000.0,495383000.0,301211000.0,3468769000.0,62103000.0,,,62103000.0,250000000.0,53945000.0,,539000.0,,,49864752.0,,,,,3468769000.0,126163000.0,2145548000.0,,,,,,24867000.0,,5000000.0,0.0,0.0,,,68620000.0,973269000.0,,,1323221000.0,,,
1295961,,,11449681.0,47.0,47.0,,,,,495000000.0,48491485.0,48491485.0,48491.0,,,48491485.0,1260969.0,,,,47.0,960773.0,960773.0,,,,,,,,5000000.0,,,,,,-12458898.0,,,-960726.0,,,
1296435,46000000.0,-103700000.0,,271300000.0,806600000.0,37100000.0,,,37100000.0,100000000.0,16829000.0,16829000.0,200000.0,,,,,,,,806600000.0,116000000.0,439000000.0,,,,,,20200000.0,,20000000.0,0.0,,,,329400000.0,220400000.0,,,367600000.0,8000000.0,,
1296445,,-6620000.0,,779154000.0,3888987000.0,448252000.0,,,,200000000.0,55983259.0,55983259.0,56000.0,22193000.0,,,,,,,3888987000.0,248647000.0,1937720000.0,,,,,,16347000.0,,,,,,,2099046000.0,550103000.0,,,1805985000.0,1673000.0,,
1296484,2544000.0,0.0,465672000.0,45086000.0,293032000.0,19328000.0,,,23328000.0,1000000000.0,39831972.0,39831972.0,398000.0,,,39831972.0,,,,,293032000.0,25414000.0,158814000.0,,,,,,45222000.0,,20000000.0,,,,,213716000.0,-345370000.0,,,120701000.0,,,
1296774,5455543.0,-2556046.0,,6485075.0,7423955.0,4973832.0,,,4973832.0,,,,,47521277.0,,,,,,,7423955.0,55842573.0,56220273.0,,,,,,789133.0,,,,,,,149747.0,-458578915.0,,,-44094750.0,,,
1296884,,378000.0,169649000.0,,502241000.0,44446000.0,,,46841000.0,60000000.0,22300000.0,22300000.0,223000.0,,,,,,,,502241000.0,,206058000.0,,,,,,,,10000000.0,0.0,0.0,,,,89639000.0,,,259889000.0,,,
1297184,24357000.0,-3721000.0,410061000.0,279682000.0,631236000.0,92642000.0,,,94507000.0,300000000.0,54760922.0,47495439.0,5000.0,15780000.0,,,,,,,631236000.0,112201000.0,182513000.0,,,,,,20042000.0,,20000000.0,0.0,0.0,,,260055000.0,117773000.0,,,402306000.0,10053000.0,,
1297341,,,34948000.0,,330680000.0,14730000.0,,,14730000.0,20000000.0,8596064.0,,86000.0,,,8244215.0,19100000.0,,,,330680000.0,,278848000.0,,,,,,,,500000.0,,,,,4825000.0,19896000.0,,,51832000.0,,,
1297830,4024179.0,6286949.0,,68251461.0,77957306.0,6154499.0,,,6154499.0,,122098018.0,122098018.0,57006534.0,27960695.0,,122098018.0,,,,,77957306.0,69930396.0,73318256.0,,,,,,2073263.0,,,,,,,3345751.0,-85747246.0,,,15359409.0,,,
1297937,145442.0,,4889316.0,6110823.0,19836349.0,5615622.0,,,,300000000.0,75021537.0,75021537.0,75021.0,,,75021537.0,,,,,19836349.0,2184961.0,7882407.0,,,,,,,,,,,,,13713382.0,6992855.0,,,11953942.0,,,
1297989,6992000.0,-74984000.0,,609278000.0,1247857000.0,218530000.0,,,225519000.0,100000000.0,38968052.0,33559434.0,39000.0,188000.0,,,,,,,1247857000.0,221078000.0,528685000.0,,,,,,91918000.0,,15000000.0,0.0,,,,92404000.0,641379000.0,,,719172000.0,907000.0,,
1297996,,135010000.0,20626897000.0,,36076291000.0,108501000.0,,,123652000.0,392000000.0,280289726.0,280289726.0,2788000.0,108060000.0,,,,,,,36076291000.0,,17587944000.0,,,,,,1386959000.0,,110000000.0,38250000.0,38250000.0,,,,-3997938000.0,,,17717697000.0,0.0,,
1298675,,-632000.0,2805673000.0,,4778142000.0,3592000.0,,,6229000.0,400000000.0,197405989.0,197405989.0,1974000.0,0.0,,,,,,,4778142000.0,,2687880000.0,,,,,,55302000.0,,,,,,,,-974799000.0,,,1832216000.0,,,
1298946,,,,,3146773000.0,111796000.0,,,134846000.0,400000000.0,210073514.0,210073514.0,2101000.0,25600000.0,,,,,,,3146773000.0,,1427848000.0,,,,,,96673000.0,,10000000.0,4760000.0,4760000.0,,,2817356000.0,-576531000.0,,,1711109000.0,,,
1299130,3579000.0,85000.0,1372083000.0,355587000.0,413980000.0,81611000.0,,,85947000.0,1000000000.0,192294000.0,192294000.0,192000.0,300505000.0,,193102689.0,,,,,413980000.0,38502000.0,78489000.0,,,,,,29951000.0,,50000000.0,0.0,0.0,,,24899000.0,-1036869000.0,,,335491000.0,5954000.0,,
1299709,,1251000.0,420895000.0,,14393267000.0,,,,1443195000.0,150000000.0,67668664.0,59072822.0,677000.0,,,59077145.0,1802220286.0,,,,14393267000.0,,13105785000.0,,,,,,,,1000000.0,,,,,,1079828000.0,,,1287482000.0,,,
1299969,523000.0,,200147000.0,12325000.0,28579000.0,7032000.0,,,7032000.0,,,,,39708000.0,,,,,,,28579000.0,4503000.0,17364000.0,,,,,,7914000.0,,,,,,,170000.0,-193116000.0,,,11215000.0,,,
1300050,,,,,,,,,63396000.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300514,89000000.0,29000000.0,6611000000.0,5707000000.0,20807000000.0,2082000000.0,,,2098000000.0,1000000000.0,833000000.0,764000000.0,1000000.0,4922000000.0,,763842938.0,,,,,20807000000.0,2816000000.0,17269000000.0,,,,,,25000000.0,,50000000.0,0.0,0.0,,,12280000000.0,813000000.0,,,2973000000.0,131000000.0,,
1300524,,,9167038.0,38539.0,265522.0,25235.0,,,,195000000.0,55066855.0,55066855.0,5507.0,640368.0,,44690825.0,,,,,265522.0,1541511.0,1656529.0,,,,,,87653.0,,5000000.0,1.0,1.0,,,18854.0,-10559658.0,,40000.0,-1391007.0,,,
1300699,18417000.0,-1134000.0,,291961000.0,384329000.0,69587000.0,,,,250000000.0,95066195.0,93393275.0,95000.0,150864000.0,,,,,,,384329000.0,62141000.0,218981000.0,,,,,,7921000.0,,,,,,,23810000.0,-713644000.0,,,179775000.0,,,
1300734,143640.0,-1288073.0,28944533.0,58998932.0,73742713.0,13917853.0,,,,100000000.0,3644843.0,3644843.0,3645.0,1371866.0,,,4191885.0,,,,73742713.0,13751299.0,15047238.0,,,,,,3181849.0,,,,,1643087.0,,6215051.0,26030095.0,,1643087.0,57888307.0,,,
1300781,,,,,,,,,58097.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13130.0,,,
1300938,,,,416490.0,814372.0,54268.0,,,54268.0,2000000000.0,15702037.0,15702037.0,15702.0,978713.0,,2687999095.0,,,,,814372.0,,2398499.0,,,,,,,,,,,,,393887.0,-7086267.0,,,-1584127.0,,,
1301236,,,,,473033811.0,25297771.0,,,,69000000.0,15023850.0,15023850.0,150238.0,14694955.0,,,,,,,473033811.0,,428832506.0,,,,,,,,11000000.0,,,,,,-127300230.0,,,49550068.0,0.0,,
1301787,165163000.0,-35992000.0,,668414000.0,1048130000.0,82000.0,,,82000.0,20000000.0,9462774.0,9462774.0,95000.0,7287000.0,,,,,,,1048130000.0,229032000.0,989038000.0,,,,,,51142000.0,,,,,,,,-171706000.0,,,59092000.0,2262000.0,,
1301838,,,6761817.0,,0.0,0.0,,,,2000000000.0,285555605.0,285555605.0,3536.0,461509.0,,285555605.0,48153663.0,,,,0.0,1941722.0,1941722.0,,,,,,,,51.0,51.0,51.0,,,,-8707075.0,,,-1941722.0,,,
1301991,,,25786662.0,61466.0,61466.0,21591.0,,,,600000000.0,416590136.0,416590136.0,416591.0,,,406727465.0,8331803.0,,,,61466.0,2193248.0,,,,,,,,,5000000.0,610000.0,610000.0,,,,-28454728.0,,,-2250865.0,,,
1302028,32429000.0,-1708000.0,,106271000.0,173595000.0,,,,,25000000.0,19821090.0,19821090.0,131455000.0,9694000.0,,,,,,,173595000.0,64521000.0,104686000.0,,,,,,4068000.0,,150000.0,0.0,0.0,,,18723000.0,-63863000.0,,,68909000.0,1400000.0,,
1302215,,-20701000.0,851444000.0,,2119799000.0,633659000.0,,,634032000.0,,,,,,,,,,,,2119799000.0,,765533000.0,,,,,,145367000.0,,,,,,,46167000.0,523454000.0,,,,,,
1302350,,-369000.0,134065000.0,,241331000.0,91444000.0,,,,100000000.0,22797092.0,19789821.0,23000.0,,,,,,,,241331000.0,,178923000.0,,,,,,16244000.0,,,,,,,3118000.0,-57301000.0,,,62940000.0,,,
1302362,,,,,,,,,,,,,,,,416270745.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303313,,,,647022000.0,2483354000.0,,,,286569000.0,60000000.0,36355497.0,31139840.0,,3876000.0,,,,,,,2483354000.0,681436000.0,851079000.0,,,,,,100046000.0,,5000000.0,0.0,0.0,,,138366000.0,635297000.0,,,1528770000.0,6203000.0,,
1303523,,,,,,,,,,,,,,,,2456591597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303942,,213000.0,107815000.0,,1596842000.0,503496000.0,,,503496000.0,100000000.0,14769765.0,,148000.0,200000.0,,,,,,,1596842000.0,,1423912000.0,,,,,,,,25000000.0,0.0,0.0,,,24675000.0,64754000.0,,,172930000.0,277000.0,,
1304161,,184406.0,,28939422.0,30199020.0,18988339.0,,,18988339.0,50000000.0,23433341.0,23029215.0,2343.0,,,23029215.0,,,,,30199020.0,5535133.0,8906509.0,,,,,,790561.0,,10000000.0,0.0,0.0,,,198716.0,20064656.0,,,21292511.0,,,
