cik,AccountsPayableCurrent_USD,AccumulatedOtherComprehensiveIncomeLossNetOfTax_USD,AdditionalPaidInCapital_USD,AssetsCurrent_USD,Assets_USD,CashAndCashEquivalentsAtCarryingValue_USD,CashAndCashEquivalentsPeriodIncreaseDecrease_USD,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect_USD,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents_USD,CommonStockSharesAuthorized_shares,CommonStockSharesIssued_shares,CommonStockSharesOutstanding_shares,CommonStockValue_USD,DeferredTaxAssetsValuationAllowance_USD,EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate_pure,EntityCommonStockSharesOutstanding_shares,EntityPublicFloat_USD,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest_USD,IncomeTaxExpenseBenefit_USD,InterestPaidNet_USD,LiabilitiesAndStockholdersEquity_USD,LiabilitiesCurrent_USD,Liabilities_USD,NetCashProvidedByUsedInFinancingActivities_USD,NetCashProvidedByUsedInInvestingActivities_USD,NetCashProvidedByUsedInOperatingActivities_USD,NetIncomeLoss_USD,OperatingIncomeLoss_USD,OperatingLeaseRightOfUseAsset_USD,PaymentsToAcquirePropertyPlantAndEquipment_USD,PreferredStockSharesAuthorized_shares,PreferredStockSharesIssued_shares,PreferredStockSharesOutstanding_shares,ProceedsFromIssuanceOfCommonStock_USD,ProfitLoss_USD,PropertyPlantAndEquipmentNet_USD,RetainedEarningsAccumulatedDeficit_USD,ShareBasedCompensation_USD,StockIssuedDuringPeriodValueNewIssues_USD,StockholdersEquity_USD,UnrecognizedTaxBenefits_USD,WeightedAverageNumberOfDilutedSharesOutstanding_shares,WeightedAverageNumberOfSharesOutstandingBasic_shares
1632081,,,,1556426.0,1559577.0,1398006.0,,,1398006.0,250000000.0,7797004.0,7797004.0,780.0,206992.0,,,,,,,1559577.0,70051.0,70051.0,,,,,,2914.0,,,,,,,237.0,-1438276.0,,,1489526.0,,,
1632121,,,806249.0,30632.0,1270384.0,5632.0,,,,500000000.0,21674000.0,21674000.0,2167.0,612622.0,,,,,,,1270384.0,3387618.0,3857740.0,,,,,,,,50000000.0,0.0,0.0,,,1416.0,-3341830.0,,,-2533414.0,,,
1632127,,-140683000.0,535586000.0,672813000.0,4488338000.0,574909000.0,,,,40000000.0,6175399.0,6027704.0,62000.0,4322000.0,,,,,,,4488338000.0,221582000.0,2993039000.0,,,,,,13408000.0,,4000000.0,0.0,0.0,,,1265460000.0,1228172000.0,,,1495299000.0,,,
1632275,,-28823.0,497573.0,501346.0,517821.0,7000.0,,,7000.0,500000000.0,102166400.0,102166400.0,10217.0,306432.0,,,,,,,517821.0,1237584.0,1237584.0,,,,,,,,5000000.0,0.0,0.0,,,12227.0,-1198730.0,,,-719763.0,,,
1632790,390200000.0,-305300000.0,,1340000000.0,4929100000.0,305600000.0,,,,,,,700000.0,,,68366976.0,,,,,4929100000.0,777800000.0,4599500000.0,,,,,,120700000.0,,,,,,,367200000.0,-25000000.0,,,329600000.0,,,
1632970,,-2008000.0,1730589000.0,,3234937000.0,113212000.0,,,152190000.0,1000000000.0,179658367.0,179658367.0,,31877000.0,,,,,,,3234937000.0,,2160114000.0,,,,,,203988000.0,,200000000.0,0.0,0.0,,,,-864271000.0,,,866108000.0,,,
1633070,2290000.0,-34000.0,347990000.0,109021000.0,109592000.0,71590000.0,,,71590000.0,150000000.0,38022273.0,37603292.0,38000.0,80690000.0,,,,,,,109592000.0,7784000.0,34211000.0,,,,,,,,,,,,,360000.0,-272613000.0,,,75381000.0,0.0,,
1633336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,560000000.0,,,
1633441,53357000.0,5505000.0,545595000.0,767494000.0,818762000.0,,,,114491000.0,,,,,1472000.0,,,,,,,818762000.0,263183000.0,463630000.0,,,,,,16236000.0,,,,,,,11192000.0,-184893000.0,,,355360000.0,,,
1633917,252000000.0,-484000000.0,16644000000.0,50995000000.0,70379000000.0,4794000000.0,,,18040000000.0,4000000000.0,,1172000000.0,0.0,166000000.0,,1171175760.0,,,,,70379000000.0,38447000000.0,50316000000.0,,,,,,707000000.0,,100000000.0,,,,,1807000000.0,12366000000.0,,,20019000000.0,1479000000.0,,
1633931,331710000.0,,,936405000.0,2815283000.0,330007000.0,,,330007000.0,250000000.0,39029913.0,33018925.0,389000.0,0.0,,,,,,,2815283000.0,496477000.0,1466489000.0,,,,,,83490000.0,,10000000.0,0.0,0.0,,,180053000.0,876660000.0,,,1348794000.0,,,
1633932,1375781.0,-2076479.0,29289327.0,75897351.0,76174988.0,52484512.0,,,52484512.0,,33605383.0,33605383.0,134387525.0,,,33600122.0,,,,,76174988.0,2035377.0,2073623.0,,,,,,27581.0,,,,,,,,-87499008.0,,,74101365.0,,,
1633978,111300000.0,6000000.0,1700900000.0,2266200000.0,3468200000.0,321300000.0,,,321300000.0,990000000.0,75700000.0,75700000.0,100000.0,,,75700000.0,5246000000.0,,,,3468200000.0,647300000.0,1546300000.0,,,,,,71800000.0,,,,,,,,214900000.0,,,1921900000.0,,,
1634038,,89122000.0,668798000.0,,3050712000.0,12078000.0,,,19603000.0,200000000.0,43449087.0,43436167.0,,18081000.0,,,,,,,3050712000.0,,2426744000.0,,,,,,3099000.0,,50000000.0,0.0,0.0,,,,-134186000.0,,,623968000.0,93000.0,,
1634117,318795000.0,,,755701000.0,1288458000.0,9915000.0,,,10681000.0,200000000.0,53327000.0,51379000.0,533000.0,,,49063650.0,,,,,1288458000.0,550234000.0,944301000.0,,,,,,242937000.0,,5000000.0,0.0,0.0,,,87405000.0,-370253000.0,,,344157000.0,,,
1634293,,1642486.0,103840.0,22500257.0,26238293.0,20540913.0,,,,500000000.0,32700000.0,32700000.0,3270.0,,,32700000.0,,,,,26238293.0,5863982.0,,,,,,,906140.0,,20000000.0,0.0,0.0,,,614138.0,18094097.0,,,19843693.0,,,
1634379,334000.0,1000.0,,102023000.0,104236000.0,24393000.0,,,24393000.0,200000000.0,26005934.0,25969442.0,3000.0,33757000.0,,,,,,,104236000.0,4026000.0,,,,,,,1579000.0,,10000000.0,0.0,0.0,,,634000.0,-120746000.0,,,89279000.0,874000.0,,
1634432,,,,92352000.0,121100000.0,87522000.0,,,87522000.0,600000000.0,67243772.0,67243772.0,672000.0,65478000.0,,,,,,,121100000.0,21131000.0,55495000.0,,,,,,597000.0,,,,,,,216000.0,-305558000.0,,,,,,
1634447,4086173.0,,2577359.0,8484676.0,19623077.0,,,,699000.0,49000000.0,5313268.0,5313268.0,531.0,,,,,,,,19623077.0,8241811.0,11740806.0,,,,,,,,200000.0,200000.0,200000.0,10500000.0,,6119800.0,5304361.0,,,7883000.0,0.0,,
1634452,,,,,,,,,22410622.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634997,,-111000000.0,,3777000000.0,37823000000.0,1463000000.0,,,1467000000.0,500000000.0,309794917.0,309077300.0,3000000.0,81000000.0,,,,,,,37823000000.0,3069000000.0,21997000000.0,,,,,,153000000.0,,,,,,,26751000000.0,1666000000.0,,,15209000000.0,127000000.0,,
1635077,,,,,,14984.0,,,14984.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7083601.0,,,
1635088,,,,,,,,,2153119000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635136,539357.0,357465.0,11641336.0,321782.0,944489.0,31661.0,,,,400000000.0,67754296.0,67754296.0,67754.0,,,67754296.0,,,,,944489.0,3089554.0,4535705.0,,,,,,,,10000000.0,5000000.0,5000000.0,,,10915.0,-15662770.0,,,-3591216.0,,,
1635282,3241000.0,-318000.0,98258000.0,233220000.0,279935000.0,87575000.0,,,87909000.0,1000000000.0,76406000.0,76406000.0,8000.0,66100000.0,,,,,,,279935000.0,295328000.0,345141000.0,,,,,,17521000.0,,99820000.0,,,,,4820000.0,-301008000.0,,,-203060000.0,,,
1635650,3792000.0,,,17994000.0,105320000.0,2478000.0,,,2478000.0,,,,,,,23208171.0,,,,,105320000.0,119082000.0,151782000.0,,,,,,40604000.0,,,,,,,32119000.0,,,,,,,
1635748,,,35559692.0,566974.0,601661.0,64412.0,,,,500000000.0,104009458.0,104009458.0,10402.0,1742291.0,,104009458.0,,,,,601661.0,2740708.0,3410896.0,,,,,,25402.0,,,,,,,7407.0,-46840154.0,,,-2809980.0,,,
1635881,60078000.0,20908000.0,750506000.0,429370000.0,1303491000.0,40318000.0,,,,250000000.0,37804206.0,33138646.0,378000.0,197725000.0,,,,,,,1303491000.0,274652000.0,1007659000.0,,,,,,25428000.0,,50000000.0,0.0,0.0,,,733222000.0,-418529000.0,,,295832000.0,31215000.0,,
1635984,,395421000.0,41716000.0,,14648270000.0,,,,581059000.0,,,,,0.0,,,,,,,14648270000.0,,12108520000.0,,,,,,,,,,,,,,2102577000.0,,,2539750000.0,0.0,,
1636050,987000.0,,,97032000.0,98964000.0,81019000.0,,,81019000.0,1000000000.0,56602626.0,39526299.0,1000.0,,,58750611.0,,,,,98964000.0,8949000.0,9935000.0,,,,,,1347000.0,,,,,,,463000.0,-787738000.0,,,89029000.0,,,
1636051,,,6949717.0,131002.0,1159384.0,128546.0,,,,375000000.0,64778050.0,64778050.0,64778.0,1242455.0,,64778050.0,,,,,1159384.0,84369.0,190635.0,,,,,,22549.0,,,,,,,5833.0,-6045746.0,,,968749.0,,,
1636222,3658000.0,0.0,421000.0,72620000.0,211565000.0,40858000.0,,,59270000.0,100000000.0,29687123.0,29687123.0,297000.0,577000.0,,,,,,,211565000.0,50473000.0,552875000.0,,,,,,6294000.0,,,,,,,27948000.0,-342028000.0,,,-341310000.0,794000.0,,
1636282,2254000.0,11000.0,,149789000.0,161618000.0,90095000.0,,,,500000000.0,47959086.0,47959086.0,5000.0,70143000.0,,,,,,,161618000.0,16443000.0,21786000.0,,,,,,4230000.0,,10000000.0,0.0,0.0,,,5642000.0,-276008000.0,,,139832000.0,0.0,,
1636286,,14219000.0,,,3366228000.0,,,,,30000000.0,18828522.0,18828522.0,,0.0,,,,,,,3366228000.0,,2995090000.0,,,,,,,,3000000.0,0.0,,,,36460000.0,269157000.0,,,371138000.0,,,
1636422,5332000.0,61000.0,1001645000.0,329799000.0,577740000.0,91954000.0,,,91954000.0,500000000.0,43376848.0,43376848.0,43000.0,130080000.0,,,,,,,577740000.0,88036000.0,301641000.0,,,,,,24729000.0,,25000000.0,0.0,0.0,,,12863000.0,-725650000.0,,,276099000.0,5578000.0,,
1636519,1174000.0,-2119000.0,,175480000.0,1292117000.0,70762000.0,,,80262000.0,,,,,,,,3500000000.0,,,,1292117000.0,348148000.0,1557245000.0,,,,,,711882000.0,,15000000.0,,0.0,,,37034000.0,-133986000.0,,,-268009000.0,,,
1636651,5446206.0,,,74843201.0,75925518.0,72033930.0,,,72033930.0,125000000.0,65743170.0,65743170.0,65743.0,89814754.0,,,,,,,75925518.0,22062775.0,32293862.0,,,,,,,,10000000.0,,,,,135620.0,-294192097.0,,,43631656.0,,,
1636760,85280.0,,,501486.0,502722.0,32040.0,,,,,,,4111.0,,,0.0,,,,,502722.0,1719132.0,1719132.0,,,,,,,,,,,,,1236.0,-1346967.0,,,,,,
1637207,19388000.0,27000.0,,566816000.0,1849737000.0,439478000.0,,,515800000.0,,,,,0.0,,,,,,,1849737000.0,111895000.0,,,,,,,164252000.0,,50000000.0,0.0,0.0,,,160677000.0,-751578000.0,,,-705869000.0,420000.0,,
1637242,3000.0,,363111.0,0.0,17457.0,0.0,,,,75000000.0,38193000.0,38193000.0,3819.0,,,38193000.0,,,,,17457.0,143500.0,143500.0,,,,,,,,,,,,,25000.0,-492973.0,,,-126043.0,,,
1637459,,-1967000000.0,55096000000.0,10822000000.0,99830000000.0,3417000000.0,,,3418000000.0,5000000000.0,1228000000.0,1223000000.0,12000000.0,105000000.0,,1223175747.0,,,,,99830000000.0,8061000000.0,49587000000.0,,,,,,562000000.0,,,,,,,,-2694000000.0,,,50103000000.0,421000000.0,,
1637655,99520000.0,-6540000.0,,264940000.0,456490000.0,44970000.0,,,50690000.0,400000000.0,27089673.0,26403167.0,260000.0,55180000.0,,,,,,,456490000.0,184920000.0,480340000.0,,,,,,47310000.0,,100000000.0,0.0,0.0,,,74090000.0,-178530000.0,,,-18690000.0,220000.0,,
1637715,908000.0,,2843000.0,55025000.0,55221000.0,53613000.0,,,53613000.0,105000000.0,2053070.0,2053070.0,,10662000.0,,,,,,,55221000.0,4580000.0,4616000.0,,,,,,,,0.0,0.0,0.0,,,69000.0,-44958000.0,,,-42115000.0,258000.0,,
1637757,72000000.0,-33000000.0,,708000000.0,10488000000.0,268000000.0,,,465000000.0,,,,,,,,,,,,10488000000.0,638000000.0,7876000000.0,,,,,,337000000.0,,,,,,,7217000000.0,-50000000.0,,,,,,
1637761,,2124000.0,388574000.0,160892000.0,214401000.0,76813000.0,,,,60000000.0,27729000.0,27729000.0,,75147000.0,,,,,,,214401000.0,30727000.0,42683000.0,,,,,,7658000.0,,15000000.0,0.0,0.0,,,31422000.0,-219257000.0,,,171718000.0,563000.0,,
1637810,98500000.0,,,819316000.0,2196540000.0,184295000.0,,74647000.0,,,,,,603000.0,,43587554.0,,,,,2196540000.0,543751000.0,,-75196000.0,-142262000.0,291765000.0,,,153185000.0,39415000.0,,,,150008000.0,109590000.0,126569000.0,,,,,148000.0,,
1637866,2948964.0,,3374888.0,757.0,15555.0,757.0,,,,250000000.0,129836060.0,129836060.0,12984.0,,,,,,,,15555.0,4373037.0,4373037.0,,,,,,,,2000000.0,31000.0,31000.0,,,9798.0,-7776354.0,,163000.0,-4357482.0,,,
1637873,151967000.0,-57000.0,27322000.0,354405000.0,404550000.0,233725000.0,,,233725000.0,,,,22000.0,40114000.0,,,,,,,404550000.0,166701000.0,177910000.0,,,,,,2000000.0,,230538501.0,,,,,4912000.0,-166979000.0,,,-139692000.0,0.0,,
1637880,98654000.0,-5714000.0,,419369000.0,5046736000.0,127187000.0,,,132074000.0,,,,,0.0,,0.0,0.0,,,,5046736000.0,314927000.0,,,,,,,7985000.0,,,,,,,346340000.0,978519000.0,,,,,,
1637890,,,,,,,,,,,,,,,,13942344.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638097,164000.0,41000.0,,9109000.0,9722000.0,8593000.0,,,8663000.0,140010000.0,21057922.0,21057922.0,,12420000.0,,23738642.0,,,,,9722000.0,1841000.0,2212000.0,,,,,,374000.0,,,,,,,192000.0,-70239000.0,,,7510000.0,,,
1638287,2575000.0,14000.0,73713000.0,10683000.0,10968000.0,10089000.0,,,10089000.0,100000000.0,19671182.0,19671182.0,20000.0,26700000.0,,,,,,,10968000.0,3695000.0,3765000.0,,,,,,130000.0,,10000000.0,0.0,0.0,,,155000.0,-66544000.0,,,7203000.0,0.0,,
1638290,14393000.0,,,62571000.0,227043000.0,12074000.0,,,12074000.0,100000000.0,18949295.0,18949295.0,189000.0,,,18949261.0,461700000000.0,,,,227043000.0,65722000.0,155042000.0,,,,,,,,,,,,,55976000.0,-45433000.0,,,72001000.0,,,
1638381,,,217357000.0,14968000.0,20896000.0,14671000.0,,,,17500000.0,4321296.0,4321296.0,727000.0,47497000.0,,,,,,,20896000.0,5334000.0,6363000.0,,,,,,817000.0,,,,,,,1394000.0,-203551000.0,,,14533000.0,691000.0,,
1638833,100200000.0,-61000000.0,607900000.0,801500000.0,5413200000.0,317900000.0,,,318200000.0,300000000.0,50461706.0,50461706.0,,91100000.0,,,,,,,5413200000.0,556800000.0,,,,,,,310100000.0,,20000000.0,0.0,0.0,,,,-431800000.0,,,115600000.0,100000.0,,
1638911,109000.0,,3278000.0,124000.0,136000.0,105000.0,,,105000.0,100000000.0,40075151.0,40075151.0,4000.0,685000.0,,,,,,,136000.0,1300000.0,1985000.0,,,,,,,,,,,,,12000.0,-5131000.0,,,-1849000.0,,,
1639068,,,742556.0,,9520719.0,144664.0,,,,100000000.0,26237125.0,26237125.0,26237.0,193340.0,,26237125.0,,,,,9520719.0,,10421298.0,,,,,,,,,0.0,,,,,-1669372.0,,,-900579.0,,,
1639142,,,,,,,,,,,,,,,,42762264.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639300,117217000.0,,648949000.0,808767000.0,2005855000.0,447126000.0,,,447126000.0,500000000.0,66165000.0,,66000.0,,,65418339.0,,,,,2005855000.0,283796000.0,670974000.0,,,,,,380546000.0,,50000000.0,0.0,,,,138712000.0,726267000.0,,,1334881000.0,,,
1639327,,,164263.0,,,,,,6739520.0,600000000.0,29018750.0,29018750.0,2902.0,,,29018750.0,,,,,,15800.0,,,,,,,,,200000000.0,30000000.0,30000000.0,,,,-185965.0,,,-15800.0,,,
1639691,73668000.0,27809000.0,,708044000.0,2399961000.0,252832000.0,,,252832000.0,,49447473.0,48655863.0,76300000.0,,,,,,,,2399961000.0,309052000.0,1290696000.0,,,,,,50525000.0,,,,,,,163805000.0,-761966000.0,,,1109265000.0,3433000.0,,
1639825,,16600000.0,2472700000.0,2860000000.0,3910500000.0,1248400000.0,,,1249900000.0,,,,0.0,,,,39700000000.0,,,,3910500000.0,1384400000.0,1982100000.0,,,,,,537600000.0,,,,,,,405100000.0,-561000000.0,,,1928300000.0,,,
1639836,,,,,,,,,,,,,,,,5073000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639877,,,,,,,,,,,,,,,,169197366.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639920,,,,,,,,,,,,,,,,190212847.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640043,3642000.0,,79692000.0,5405000.0,93190000.0,1620000.0,,,4037000.0,450000000.0,21962881.0,21962881.0,22000.0,,,21962881.0,,,,,93190000.0,8300000.0,,,,,,,,,50000000.0,,,,,83774000.0,-50155000.0,,,29559000.0,,,
1640147,5647000.0,439000.0,6175425000.0,4300652000.0,5921739000.0,820177000.0,,,835193000.0,,,,,599603000.0,,,,,,,5921739000.0,789264000.0,985268000.0,,,,,,186818000.0,,200000000.0,0.0,0.0,,,68968000.0,-1239421000.0,,,4936471000.0,19349000.0,,
1640265,,,,,,,,,82364000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640266,634000.0,-134000.0,430324000.0,197769000.0,261584000.0,104440000.0,,,106219000.0,120000000.0,37368027.0,37368027.0,37000.0,84866000.0,,,,,,,261584000.0,26766000.0,107264000.0,,,,,,36064000.0,,5000000.0,0.0,0.0,,,25435000.0,-275907000.0,,,154320000.0,0.0,,
1640384,,,,12120841.0,12317430.0,11552943.0,,,,350000000.0,3083760.0,3083760.0,3083.0,4658226.0,,15400000.0,,,,,12317430.0,595335.0,849122.0,,,,,,160667.0,,150000000.0,0.0,0.0,,,6171.0,-18536224.0,,,11463117.0,,,
1640428,32964000.0,-7000.0,,97401000.0,129050000.0,42870000.0,,,43120000.0,,,,,30558000.0,,,,,,,129050000.0,46847000.0,58068000.0,,,,,,9621000.0,,10000000.0,0.0,0.0,,,6173000.0,-118211000.0,,,70982000.0,,,
1640455,2036000.0,-17000.0,362270000.0,211391000.0,244236000.0,147493000.0,,,148763000.0,160000000.0,41729000.0,41729000.0,42000.0,52172000.0,,,,,,,244236000.0,19324000.0,32942000.0,,,,,,14856000.0,,5000000.0,0.0,0.0,,,7336000.0,-151001000.0,,,211294000.0,0.0,,
1640982,,,,,15969000.0,,,,2873000.0,,,,,,,,,,,,15969000.0,,2756000.0,,,,,,,,,,,,,,,,,,,,
1641229,,,,,,,,,,,,,,,,697216453.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641281,1598000.0,,,25361000.0,46542000.0,5542000.0,,,7107000.0,198000000.0,2130139.0,2130139.0,,28050000.0,,,,,,,46542000.0,11264000.0,46193000.0,,,,,,12267000.0,,0.0,0.0,0.0,,,4083000.0,-108399000.0,,,-104947000.0,1125000.0,,
1641398,1126091.0,935637.0,20022427.0,11979193.0,25135119.0,998717.0,,,308110.0,200000000.0,29176026.0,29176026.0,2918.0,303560.0,,,,,,,25135119.0,3188666.0,3222364.0,,,,,,,,20000000.0,0.0,0.0,,,82833.0,951773.0,,,21912755.0,,,
1641489,1925000.0,,,7215000.0,14789000.0,5747000.0,,,5747000.0,,,,,17417000.0,,,,,,,14789000.0,6390000.0,10996000.0,,,,,,482000.0,,,,,,,367000.0,-290036000.0,,,-80102000.0,0.0,,
1641601,,8310000.0,,,1864650000.0,,,,,10000000.0,6528764.0,6501024.0,6529000.0,,,,,,,,1864650000.0,,1696470000.0,,,,,,1636000.0,,,,,,,32501000.0,53391000.0,,,166448000.0,,,
1641614,18883000.0,,,152534000.0,266151000.0,57603000.0,,,57603000.0,100000000.0,11230482.0,11230482.0,11000.0,2615000.0,,,,,,,266151000.0,56927000.0,404188000.0,,,,,,,,,,,,,39403000.0,-26190000.0,,,-138037000.0,3312000.0,,
1641631,1223839.0,,92463661.0,23079371.0,24817087.0,22016000.0,,,22654000.0,100000000.0,18381227.0,18381227.0,1838.0,,,20486527.0,,,,,24817087.0,2887942.0,7606909.0,,,,,,357871.0,,10000000.0,0.0,0.0,,,956759.0,-75230321.0,,,17210178.0,,,
1641640,2889000.0,27000.0,,57218000.0,58436000.0,41359000.0,,,41590000.0,100000000.0,21078781.0,21078781.0,211000.0,116200000.0,,,,,,,58436000.0,18524000.0,25301000.0,,,,,,,,100000000.0,0.0,0.0,,,768000.0,-546226000.0,,,33135000.0,0.0,,
1641751,843882.0,,-11947134.0,223729.0,597016.0,72764.0,,,,25000000000.0,3534022455.0,3534022455.0,3534022.0,,,,,,,,597016.0,4281072.0,4766420.0,,,,,,246968.0,,,,,,,109339.0,-6956293.0,,,-15369404.0,,,
1641991,149100000.0,-226400000.0,1696900000.0,925200000.0,2098500000.0,441500000.0,,,441600000.0,300000000.0,43394547.0,42157504.0,400000.0,161800000.0,,,,,,,2098500000.0,482900000.0,,,,,,,43200000.0,,3000000.0,0.0,0.0,,,228100000.0,-363300000.0,,,1061400000.0,16100000.0,,
1642081,,34431000.0,508794000.0,,6050128000.0,422766000.0,,,422766000.0,80000000.0,20208323.0,20208323.0,20208000.0,,,,,,,,6050128000.0,,5291459000.0,,,,,,11610000.0,,1000000.0,0.0,0.0,,,70685000.0,195236000.0,,,758669000.0,,,
1642122,,,999047000.0,,1174545000.0,39509000.0,,,39509000.0,,,22274000.0,,1844000.0,,,,,,,1174545000.0,,66328000.0,,,,,,,,10000000.0,0.0,0.0,,,17530000.0,13649000.0,,,898938000.0,,,
1642159,16005.0,,,670449.0,694082.0,84402.0,,,,1000000000.0,35201513.0,35201513.0,3520.0,352912.0,,,,,,,694082.0,594903.0,594903.0,,,,,,,,,,,,,1728.0,-1261140.0,,82250.0,99179.0,,,
1642365,,,192106.0,0.0,0.0,0.0,,,,100000000.0,44550000.0,44550000.0,44550.0,,,,,,,,0.0,27539.0,27539.0,,,,,,,,10000000.0,0.0,0.0,,,,-264195.0,,,-27539.0,,,
1642375,608313.0,,62583423.0,9094883.0,9860900.0,8518732.0,,,,250000000.0,15170628.0,15170628.0,15171.0,7299000.0,,,,,,,9860900.0,1073731.0,1345634.0,,,,,,418590.0,,10000000.0,0.0,0.0,,,285676.0,-54083328.0,,,8515266.0,0.0,,
1642380,432000.0,,,9226000.0,55419000.0,7143000.0,,,,230000000.0,69117000.0,69116802.0,157160000.0,37167000.0,,,,,,,55419000.0,8996000.0,21936000.0,,,,,,3397000.0,,5000000.0,0.0,0.0,,,4437000.0,-123677000.0,,,33483000.0,3052000.0,,
1642453,16500000.0,0.0,401600000.0,365100000.0,1126900000.0,176200000.0,,,176200000.0,250000000.0,65023174.0,65023174.0,,10500000.0,,,,,,,1126900000.0,190700000.0,988100000.0,,,,,,121100000.0,,,,,,,402700000.0,-327800000.0,,,138800000.0,0.0,,
1642545,1466000.0,9000.0,,246300000.0,272042000.0,50423000.0,,,51873000.0,281274838.0,34684337.0,34684337.0,35000.0,82087000.0,,,,,,,272042000.0,25581000.0,46388000.0,,,,,,7568000.0,,5000000.0,0.0,0.0,,,16362000.0,-243673000.0,,,225654000.0,3746000.0,,
1642896,,,,,,,,,434309000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-532803000.0,,,
1642985,,,198769000.0,,293732000.0,4235000.0,,,,98999000.0,7727696.0,7727696.0,,24601466.0,,7327696.0,,,,,293732000.0,,182914000.0,,,,,,1282000.0,,,,,,,63000.0,-89985000.0,,,108784000.0,,,
1643154,12089000.0,,,45623000.0,353133000.0,,,,11510000.0,,171718000.0,171718000.0,,63162000.0,,,,,,,353133000.0,231879000.0,305804000.0,,,,,,33083000.0,,,,,,,106997000.0,-724142000.0,,,47329000.0,,,
1643269,4832000.0,-45000.0,,475310000.0,570507000.0,404140000.0,,,404440000.0,1000000000.0,102484000.0,102484000.0,10000.0,110223000.0,,102318468.0,,,,,570507000.0,130773000.0,139095000.0,,,,,,10300000.0,,,,,,,4156000.0,-397791000.0,,,431412000.0,4213000.0,,
1643301,2135000.0,,101807000.0,3850000.0,46359000.0,1725000.0,,,1725000.0,150000000.0,59476268.0,59476268.0,60000.0,8643000.0,,,,,,,46359000.0,14467000.0,25080000.0,,,,,,343000.0,,,,,,,2074000.0,-81253000.0,,,21279000.0,,,
1643303,,,,,,,,,,,,,,,,172063020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643542,,,,,0.0,,,,,100000000.0,5524400.0,5524400.0,5524.0,32307.0,,,,,,,0.0,58148.0,58148.0,,,,,,,,,,,,,,-126050.0,,,-58148.0,,,
1643615,15481000.0,71000.0,259427000.0,134268000.0,602726000.0,34386000.0,,,,190000000.0,24932527.0,24932527.0,,8211000.0,,,,,,,602726000.0,111543000.0,312653000.0,,,,,,24600000.0,,,,,,,34399000.0,-122353000.0,,,137145000.0,0.0,,
1643721,210985.0,,16725897.0,750258.0,3887031.0,669173.0,,,,150000000.0,83927139.0,83927139.0,83926.0,,,,8729257.0,,,,3887031.0,9570333.0,10628310.0,,,,,,,,10000000.0,,,4000000.0,,3036147.0,-25271382.0,,,-7224121.0,,,
1643918,,,,,,,,,,,,,,,,63073852.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643953,69594000.0,,333047000.0,229071000.0,554732000.0,122955000.0,,,122955000.0,,,,6000.0,51995000.0,,,,,,,554732000.0,132208000.0,487191000.0,,,,,,41408000.0,,5000000.0,,,,,61486000.0,-265856000.0,,,67197000.0,,,
1643988,683845.0,,44721282.0,3418378.0,9638618.0,,,,838162.0,316666667.0,116800982.0,116800982.0,11813.0,7919183.0,,,,,,,9638618.0,3728271.0,5964500.0,,,,,,,,16666667.0,,,,,24146.0,-41544144.0,,,3674118.0,,,
1644378,,,,457273000.0,698393000.0,383213000.0,,,383213000.0,,,,,,,,,,,,698393000.0,80311000.0,150276000.0,,,,,,33561000.0,,,,,,,2345000.0,295146000.0,,,299598000.0,,,
1644406,61428000.0,-10407000.0,1281018000.0,369546000.0,3365469000.0,173034000.0,,,173034000.0,,,,,,,,,,,,3365469000.0,190394000.0,1744744000.0,,,,,,,,,,,,,303959000.0,356101000.0,,,1620725000.0,1560000.0,,
1644440,87800000.0,-110500000.0,61900000.0,791700000.0,1417600000.0,482700000.0,,,482700000.0,300000000.0,,73082066.0,700000.0,16300000.0,,,,,,,1417600000.0,224400000.0,763500000.0,,,,,,40000000.0,,50000000.0,0.0,0.0,,,225600000.0,710300000.0,,,651700000.0,30800000.0,,
1644488,799100.0,,43869421.0,18672857.0,21525121.0,8860785.0,,,,,,,,,,196810833.0,,,,,21525121.0,13713531.0,14814669.0,,,,,,360197.0,,200000000.0,,,,,305846.0,-37075411.0,,,6710452.0,,,
