cik,AssetsCurrent_USD,Assets_USD,CashAndCashEquivalentsAtCarryingValue_USD,CommonStockSharesAuthorized_shares,CommonStockSharesIssued_shares,CommonStockValue_USD,LiabilitiesAndStockholdersEquity_USD,LiabilitiesCurrent_USD,Liabilities_USD,RetainedEarningsAccumulatedDeficit_USD,StockholdersEquity_USD
1801198,,,,,,,,,,,
1861560,10646000.0,10646000.0,10332000.0,160000000.0,3129384.0,,10646000.0,4380000.0,6615000.0,-31885000.0,-31323000.0
1159510,,,,3100747720.0,2447747720.0,,,,,,
1834032,,227924.0,,,,,227924.0,206067.0,206067.0,-3143.0,21857.0
1083446,338577000.0,817486000.0,193470000.0,100000000.0,42249137.0,42000.0,817486000.0,114992000.0,372338000.0,69771000.0,330824000.0
1673504,,,0.0,1000000000.0,603970000.0,603970.0,,7558407.0,8355169.0,-8987269.0,-8355169.0
1125345,312594000.0,378743000.0,181131000.0,125000000.0,,562000.0,378743000.0,50673000.0,82859000.0,-771821000.0,295884000.0
1725255,363251000.0,1813472000.0,,,,,1813472000.0,422053000.0,1532627000.0,-199196000.0,354889000.0
1408075,2020000000.0,7805000000.0,179000000.0,1000000000.0,267726373.0,,7805000000.0,1856000000.0,,-48000000.0,1424000000.0
1766400,59599000.0,506976000.0,,100000000.0,28696000.0,28000.0,506976000.0,89015000.0,405804000.0,11945000.0,
1722731,66886.0,699210.0,22467.0,250000000.0,68876332.0,6887.0,699210.0,1571564.0,1737254.0,-1493984.0,-1038044.0
867773,790315000.0,1646482000.0,232765000.0,367500000.0,183442000.0,,1646482000.0,529731000.0,1239996000.0,-2085246000.0,404167000.0
1472595,355400000.0,1189000000.0,173800000.0,500000000.0,137812559.0,1400000.0,1189000000.0,206300000.0,849600000.0,-161500000.0,87900000.0
1036848,,93377800.0,2408700.0,10000000.0,1545884.0,1800.0,93377800.0,,110994100.0,-31361600.0,-17616300.0
1648903,366510.0,848195.0,50386.0,100000000.0,22367179.0,22367.0,848195.0,2927493.0,3406570.0,-12954696.0,-2558375.0
1737706,1062000000.0,3961000000.0,491000000.0,138880000.0,100384435.0,10000000.0,3961000000.0,6545000000.0,,-6628000000.0,-3140000000.0
1060736,3062384000.0,4000906000.0,558424000.0,250000000.0,180902000.0,181000.0,4000906000.0,388138000.0,,-869568000.0,3488100000.0
1428205,,5524486000.0,,125000000.0,65290000.0,65000.0,5524486000.0,,4586182000.0,-2273822000.0,938304000.0
1074902,,1745884000.0,31730000.0,19000000.0,14163904.0,142443000.0,1745884000.0,,1505059000.0,115058000.0,240825000.0
1455741,10286000.0,13944000.0,8980000.0,,,,13944000.0,1079000.0,1372000.0,,12572000.0
1805508,131877.0,394805.0,131877.0,,,,394805.0,399179.0,399179.0,-29374.0,-4374.0
1649739,,1544691000.0,55379000.0,15000000.0,3485018.0,,1544691000.0,,1473622000.0,13390000.0,71069000.0
1494413,963653.0,967097.0,21843.0,12000000000.0,695575506.0,69560.0,967097.0,607930.0,1655160.0,-45893368.0,-2783920.0
1556179,1193900.0,12141496.0,,,,,12141496.0,9313319.0,10384156.0,-60279411.0,1757340.0
8177,,405187000.0,19319000.0,50000000.0,22400894.0,22401000.0,405187000.0,,260127000.0,47790000.0,145060000.0
1461219,,29427905.0,0.0,,,,29427905.0,,233089.0,,
1721181,,,,,,,,,,,
1687932,113269000.0,497182000.0,,50000000.0,9631633.0,97000.0,497182000.0,152029000.0,594080000.0,-226358000.0,-96898000.0
1530425,2045.0,2045.0,1678.0,500000000.0,4400048.0,4400.0,2045.0,175031.0,,-19167099.0,-172987.0
1658521,,5640.0,,800000000.0,250108353.0,25010.0,5640.0,17733.0,17733.0,-99203.0,-12093.0
1759774,,258885000.0,2212000.0,,,95000.0,258885000.0,,139246000.0,-8917000.0,91990000.0
1222333,,71181582000.0,,,,,,,23861000.0,,
1317833,123875.0,149152.0,123493.0,100000000.0,19913982.0,19914.0,149152.0,31094.0,44930.0,-7854524.0,104222.0
1621563,893279000.0,4308011000.0,418181000.0,,,,4308011000.0,322689000.0,2691743000.0,326772000.0,1597801000.0
1885998,,,,,,,,,,,-1000.0
1828376,,746527000.0,86258000.0,49000000.0,4667304.0,467000.0,746527000.0,,649338000.0,56760000.0,97189000.0
1673431,1010.0,,1010.0,500000000.0,36603800.0,,1010.0,236800.0,236800.0,5997690.0,-235790.0
1838615,0.0,130686.0,,,,0.0,130686.0,113778.0,113778.0,-7948.0,17052.0
1828817,1458424.0,301470003.0,,,,,301470003.0,120564.0,27747230.0,-26278018.0,-26277227.0
1777319,6346008.0,12646865.0,5197030.0,250000000.0,116104971.0,1161.0,12646865.0,3863594.0,4905402.0,-4866772.0,7741463.0
1518336,204388.0,1292338.0,51710.0,70000000.0,,31664.0,1292338.0,807906.0,807906.0,-1620712.0,504914.0
1718405,112000000.0,232626000.0,,400000000.0,59901306.0,6000.0,232626000.0,21681000.0,216009000.0,-520759000.0,16617000.0
1003201,,533062000.0,28644000.0,50000000.0,5708920.0,282227000.0,533062000.0,,243178000.0,,289884000.0
799167,175658000.0,831636000.0,66127000.0,192000000.0,82705005.0,827000.0,831636000.0,89794000.0,211303000.0,534436000.0,620333000.0
1441693,34260000.0,81197000.0,15841000.0,250000000.0,167478000.0,1000.0,81197000.0,24228000.0,49787000.0,-340817000.0,31410000.0
1624422,,,,,,,,,,,
1101433,1338547.0,4953286.0,417910.0,150000000.0,90477798.0,90479.0,4953286.0,2748437.0,,-21115518.0,-1932906.0
815917,,28854000000.0,1125000000.0,,,,,,28854000000.0,,
1817232,1258231.0,173769443.0,941242.0,,,249.0,173769443.0,509162.0,21127272.0,-19858260.0,-19857829.0
1440972,,,,,,,,,,,
1375348,,2288.0,121.0,100000000.0,7070000.0,70.0,2288.0,,652306.0,-757078.0,-650018.0
1803737,,,,,,,,,,,
1642122,,1174545000.0,39509000.0,,,,1174545000.0,,66328000.0,13649000.0,898938000.0
65011,1240200000.0,5766300000.0,379100000.0,,,,5766300000.0,791700000.0,5156400000.0,390500000.0,609900000.0
1275168,,1953765000.0,290493000.0,100000000.0,11000273.0,110082000.0,1953765000.0,,1819990000.0,22348000.0,133775000.0
1123360,4592360000.0,44201545000.0,1945868000.0,400000000.0,298332459.0,0.0,44201545000.0,4549091000.0,16714501000.0,2570874000.0,27332370000.0
785161,948600000.0,6445900000.0,185600000.0,200000000.0,113835708.0,1100000.0,6445900000.0,717300000.0,4444300000.0,-242300000.0,1588000000.0
1815184,1909878.0,577192519.0,1601324.0,,,,577192519.0,1116416.0,86753076.0,-84561995.0,-84560557.0
1096938,115750.0,217100.0,46076.0,300000000.0,189357090.0,189357.0,217100.0,1170362.0,1170362.0,-41839259.0,-953262.0
862831,,4912306000.0,,50000000.0,16099556.0,161000.0,4912306000.0,,4443943000.0,324850000.0,468363000.0
1819074,,,,,,,,,,,
1125376,582956000.0,2545578000.0,236562000.0,100000000.0,57417000.0,58000.0,2545578000.0,562399000.0,1727351000.0,551055000.0,818077000.0
1327273,75917000.0,80830000.0,74593000.0,200000000.0,12932377.0,13000.0,80830000.0,4884000.0,6338000.0,-149884000.0,74492000.0
1552743,,,,250000000.0,49511775.0,4951.0,,161815.0,161815.0,-1226639.0,-161815.0
1486957,773598000.0,2293503000.0,42610000.0,325000000.0,127009536.0,1270000.0,2293503000.0,529727000.0,,1549950000.0,617766000.0
745732,6692491000.0,12717867000.0,4819293000.0,1000000000.0,356503000.0,3565000.0,12717867000.0,3967033000.0,,2185801000.0,3290640000.0
1013462,1719237000.0,5940590000.0,912672000.0,300000000.0,95266320.0,953000.0,5940590000.0,728825000.0,,3804593000.0,4097872000.0
69633,79262000.0,108293000.0,26796000.0,40000000.0,21241066.0,212000.0,108293000.0,13479000.0,24688000.0,84960000.0,82244000.0
1109354,1925000000.0,3049000000.0,681800000.0,260000000.0,174045610.0,,3049000000.0,791900000.0,,1406500000.0,961200000.0
1818201,281765000.0,3195555000.0,162118000.0,5000000000.0,504274890.0,50000.0,3195555000.0,125715000.0,1809761000.0,-129370000.0,1371615000.0
1337068,,741784000.0,52070000.0,8000000.0,5923742.0,59000.0,741784000.0,,683583000.0,34498000.0,
1832459,,1165929.0,0.0,,,,1165929.0,1166137.0,1166137.0,-25208.0,-208.0
894556,0.0,0.0,0.0,1000000000.0,22945388.0,22945.0,0.0,9355.0,9355.0,-56378599.0,-9355.0
1604821,862663000.0,932153000.0,48668000.0,750000000.0,86223000.0,9000.0,932153000.0,199053000.0,445917000.0,-929318000.0,486236000.0
1324759,,,,250000000.0,74640766.0,74641.0,,6900.0,6900.0,-97272577.0,-6900.0
1044777,207178000.0,375203000.0,88394000.0,75000000.0,40353000.0,40000.0,375203000.0,75304000.0,117863000.0,173731000.0,257340000.0
1581874,,235617021.0,225214.0,,,,235617021.0,,199602.0,,
1539029,18118000.0,19322000.0,17287000.0,100000000.0,51860941.0,52000.0,19322000.0,9943000.0,10559000.0,-255867000.0,8763000.0
1133818,15956000.0,16475000.0,,200000000.0,4542000.0,5000.0,16475000.0,1169000.0,1405000.0,-67221000.0,15070000.0
1319150,,,,,,,,,,,
1362004,475675000.0,1667290000.0,13841000.0,70000000.0,23305255.0,23000.0,1667290000.0,427027000.0,920329000.0,588731000.0,746961000.0
319458,4880000.0,30183000.0,1467000.0,100000000.0,6307868.0,32000.0,30183000.0,4574000.0,27628000.0,-27529000.0,2555000.0
1599617,861000000.0,1008000000.0,387000000.0,330000000.0,109951610.0,1000000.0,1008000000.0,272000000.0,309000000.0,-1208000000.0,699000000.0
1530746,102915.0,2298816.0,43162.0,500000000.0,14264409.0,14265.0,2298816.0,20302042.0,27224905.0,-44219608.0,-23401907.0
1725210,,2188127000.0,,,,,,,0.0,,
752642,,1089413000.0,15336000.0,144164000.0,41920000.0,4192000.0,1089413000.0,,587605000.0,-25364000.0,501808000.0
1016178,,686399000.0,79551000.0,10000000.0,5508560.0,,686399000.0,,639991000.0,-41691000.0,46408000.0
1475348,,6906104000.0,,100000000.0,52220266.0,414120000.0,6906104000.0,,6292413000.0,192834000.0,613691000.0
1829730,,313667.0,,,,,313667.0,323250.0,323250.0,-34583.0,-9583.0
1826574,154103.0,154103.0,,,,,154103.0,136363.0,136363.0,-7260.0,17740.0
1677077,,,40737.0,,,,,,,,-1295947.0
1368275,8584.0,20353.0,,500000000.0,130085501.0,13009.0,20353.0,12789.0,12789.0,-1226623.0,7564.0
866829,525645000.0,2498278000.0,291320000.0,240000000.0,150341000.0,1327592000.0,2498278000.0,279307000.0,753927000.0,464524000.0,1740496000.0
743238,156207000.0,359049000.0,20995000.0,80000000.0,,91044000.0,359049000.0,93363000.0,158890000.0,109286000.0,200330000.0
1326321,1372974.0,9094380.0,1355227.0,,,,9094380.0,148386.0,,,
1434418,428609000.0,441854000.0,163693000.0,200000000.0,47744486.0,5000.0,441854000.0,30548000.0,31130000.0,-445744000.0,410724000.0
1018724,132733000000.0,321195000000.0,42122000000.0,5000000000.0,527000000.0,5000000.0,321195000000.0,126385000000.0,,52551000000.0,93404000000.0
1551986,38926975.0,39158513.0,37851388.0,350000000.0,204629064.0,20463.0,39158513.0,6848462.0,7016400.0,-132061267.0,32142113.0
1528849,801484000.0,2898313000.0,100446000.0,180000000.0,20995387.0,2000.0,2898313000.0,921632000.0,2451287000.0,-137438000.0,447026000.0
1758730,,5679850000.0,791280000.0,,,,5679850000.0,,660687000.0,156041000.0,4303451000.0
1783875,44736000.0,204756000.0,,,,,204756000.0,37784000.0,162553000.0,-250548000.0,42151000.0
1778805,,,,,,,,,,,
1043150,,,,,,,,,,,0.0
874292,20088000.0,29971000.0,5401000.0,30000000.0,12366593.0,124000.0,29971000.0,11293000.0,15797000.0,15429000.0,14174000.0
69891,313194000.0,497476000.0,153306000.0,200000000.0,101674058.0,1017000.0,497476000.0,130617000.0,181460000.0,298541000.0,316016000.0
1590560,258911000.0,340395000.0,244932000.0,60000000.0,44777799.0,2711000.0,340395000.0,27334000.0,96490000.0,-784731000.0,243905000.0
933036,,1750980000.0,159449000.0,250000000.0,112180517.0,1105000.0,1750980000.0,,1158900000.0,1091010000.0,592080000.0
1120914,193380000.0,287580000.0,30315000.0,70000000.0,46400000.0,6000.0,287580000.0,42205000.0,53074000.0,-76233000.0,234506000.0
1874259,,,,,,,,,,,
1473287,1824.0,,1824.0,100000000.0,10047495.0,10048.0,1824.0,108890.0,108890.0,-459042.0,-107066.0
1708527,59707000.0,82810000.0,39150000.0,,,,82810000.0,26779000.0,61979000.0,-80259000.0,20831000.0
100716,,131900755.0,3957980.0,10000000.0,5304885.0,3771767.0,131900755.0,,96867795.0,,35032960.0
1409947,4870000.0,18390000.0,2159000.0,,,,18390000.0,3273000.0,5184000.0,,13206000.0
842013,977581.0,987764.0,735547.0,700000000.0,25113746.0,2511.0,987764.0,685751.0,,-44644212.0,302013.0
1828739,,,2728.0,,,,,,,,1708.0
1287098,45253400.0,51780100.0,18755200.0,200000000.0,77382473.0,773800.0,51780100.0,11614300.0,18554700.0,-95222300.0,33225400.0
1469367,1137729000.0,14382943000.0,,2000000000.0,201406000.0,20000.0,14382943000.0,901356000.0,7093572000.0,76844000.0,6077911000.0
23194,199810000.0,4623983000.0,30272000.0,400000000.0,232414718.0,116206000.0,4623983000.0,441592000.0,3182210000.0,55183000.0,1266773000.0
1739614,132172000.0,143740000.0,128664000.0,120000000.0,37712390.0,4000.0,143740000.0,31399000.0,68267000.0,-145379000.0,75473000.0
1689662,,,,,,,,,,,
1264089,,,,,,,,,,,
763901,,65926000000.0,,170000000.0,104508290.0,1045000.0,65926000000.0,,59897313000.0,2260928000.0,6028687000.0
807707,333851000.0,567989000.0,21337000.0,,,,567989000.0,170817000.0,198500000.0,139458000.0,396909000.0
98222,388649000.0,1251177000.0,149933000.0,125000000.0,40704984.0,41000.0,1251177000.0,183179000.0,,-548931000.0,822115000.0
1837105,11748.0,11748.0,,,,,11748.0,16198.0,16198.0,-4450.0,-4450.0
1662244,12131000.0,13735000.0,10938000.0,100000000.0,2719721.0,2000.0,13735000.0,3137000.0,4355000.0,-49927000.0,-48031000.0
1812360,1889101.0,203139636.0,1417540.0,,,63.0,203139636.0,141134.0,18083095.0,-16194560.0,-16193994.0
1805385,9794000.0,21765000.0,4704000.0,305491899.0,9846830.0,75877000.0,21765000.0,12648000.0,30693000.0,-94916000.0,-84805000.0
1834226,39907.0,436595.0,39907.0,,5750000.0,,436595.0,432595.0,432595.0,-21000.0,4000.0
1315399,,2078322000.0,,15000000.0,12136567.0,1214000.0,2078322000.0,,1875725000.0,66794000.0,200925000.0
1739445,664900000.0,2646700000.0,95800000.0,200000000.0,48200000.0,500000.0,2646700000.0,310300000.0,754500000.0,219700000.0,1892200000.0
1642081,,6050128000.0,422766000.0,80000000.0,20208323.0,20208000.0,6050128000.0,,5291459000.0,195236000.0,758669000.0
1660334,67650000.0,74154000.0,10686000.0,200000000.0,25546257.0,3000.0,74154000.0,39475000.0,41168000.0,-103886000.0,32986000.0
1017673,20612000.0,87546000.0,12568000.0,,,,87546000.0,5928000.0,18519000.0,-32032000.0,69027000.0
1031233,,860514000.0,210814000.0,3000000.0,2158379.0,6364000.0,860514000.0,,802184000.0,44509000.0,58330000.0
727207,81987000.0,93425000.0,35781000.0,85000000.0,57607939.0,,93425000.0,6969000.0,156237000.0,-492966000.0,-62812000.0
1567098,,13470.0,3119.0,200000000.0,143376000.0,1433760.0,13470.0,,1562675.0,-3448723.0,-1549205.0
1000753,1077268000.0,1584276000.0,554846000.0,120000000.0,55489000.0,555000.0,1584276000.0,904924000.0,,575028000.0,44132000.0
1837412,231975000.0,242290000.0,164944000.0,600000000.0,114266515.0,11000.0,242290000.0,17797000.0,56373000.0,-411366000.0,185917000.0
1816090,5487952.0,760257119.0,5102368.0,,,,760257119.0,120022.0,79579419.0,-9153540.0,5000001.0
1874875,9747682.0,9847134.0,4968064.0,300000000.0,33300000.0,3330.0,9847134.0,5666100.0,5672154.0,4173340.0,4021259.0
1628908,547649000.0,1371700000.0,319002000.0,750000000.0,85894450.0,859000.0,1371700000.0,403294000.0,752100000.0,-589178000.0,619600000.0
1649744,209673000.0,514940000.0,46584000.0,,,,514940000.0,95714000.0,324479000.0,101166000.0,193461000.0
1743725,134616000.0,167135000.0,112745000.0,110000000.0,50878780.0,5000.0,167135000.0,13318000.0,15411000.0,22793000.0,151724000.0
16859,,,,,,,,,,,
926326,829414000.0,1824504000.0,485928000.0,100000000.0,52677000.0,53000.0,1824504000.0,276423000.0,857001000.0,290722000.0,967503000.0
1386278,2413423000.0,4115267000.0,1491842000.0,100000000.0,54034000.0,54000.0,4115267000.0,3077572000.0,3105435000.0,651890000.0,1009832000.0
1628171,454122000.0,567401000.0,104268000.0,300000000.0,66599748.0,7000.0,567401000.0,47176000.0,92725000.0,-265545000.0,474676000.0
1211805,2468000.0,3566000.0,1689000.0,100000000.0,7232836.0,7000.0,3566000.0,911000.0,1490000.0,-34671000.0,2076000.0
1590695,17345000.0,34951000.0,424000.0,5000000000.0,392864182.0,393000.0,34951000.0,132032000.0,137100000.0,-333262000.0,-102149000.0
1058623,502964000.0,1859738000.0,271761000.0,,20552209.0,,1859738000.0,129036000.0,1462147000.0,62963000.0,397591000.0
1069258,764800000.0,1562800000.0,380800000.0,195000000.0,123047147.0,0.0,1562800000.0,197600000.0,622700000.0,-632400000.0,
105744,3802000.0,4611000.0,27000.0,100000000.0,5131934.0,51000.0,4611000.0,164000.0,286000.0,-59306000.0,4325000.0
1861841,4021000.0,4405000.0,2857000.0,53196505.0,,,4405000.0,5271000.0,,-61554000.0,-60157000.0
1799611,345981.0,150446064.0,284330.0,,,,150446064.0,371244.0,5693244.0,-1034883.0,5000010.0
1337117,179435000.0,312472000.0,72183000.0,60000000.0,23475431.0,1983000.0,312472000.0,112727000.0,,127684000.0,127192000.0
719220,,8967897000.0,229666000.0,50000000.0,41449444.0,103623000.0,8967897000.0,,7813186000.0,710061000.0,1154711000.0
1071236,,2642634000.0,447201000.0,30000000.0,7325333.0,68055000.0,2642634000.0,,2357156000.0,208957000.0,285478000.0
1819263,1977461.0,412780872.0,,,,,412780872.0,552723.0,64025091.0,-10774318.0,5000001.0
1562401,,9593625000.0,137060000.0,,,,9593625000.0,,3121195000.0,-443522000.0,5789094000.0
1820302,132063000.0,468376000.0,75361000.0,,,,468376000.0,51077000.0,58594000.0,-112504000.0,-29249901.0
1591165,1757202.0,2204168.0,,1600000000.0,127159464.0,127159.0,2204168.0,2892686.0,3252007.0,-44229106.0,-1047839.0
1679268,464748000.0,824562000.0,14822000.0,200000000.0,45769283.0,458000.0,824562000.0,128598000.0,261235000.0,28895000.0,563327000.0
1209028,,1212389000.0,28796000.0,,,,1212389000.0,,966119000.0,-1830272000.0,246270000.0
1036262,26964000.0,62030000.0,10277000.0,20000000.0,10562200.0,106000.0,62030000.0,8856000.0,17278000.0,17110000.0,44752000.0
1661181,174344000.0,290218000.0,84394000.0,400000000.0,128460381.0,13000.0,290218000.0,68217000.0,148410000.0,-155035000.0,141808000.0
1848948,,,,,,,,,,,0.0
1413745,58635000.0,115078000.0,283000.0,900000000.0,151573363.0,152000.0,115078000.0,113828000.0,116436000.0,-286365000.0,31623000.0
1828182,389200000.0,1522300000.0,72600000.0,,,,1522300000.0,189600000.0,628300000.0,0.0,
1537435,22194371.0,30073653.0,1490219.0,100000000.0,24850261.0,24850.0,30073653.0,9170773.0,12806319.0,-39529621.0,17309657.0
921582,,997750000.0,317379000.0,,58921731.0,407031000.0,997750000.0,,532983000.0,-202849000.0,394004000.0
1823481,,322376.0,0.0,,0.0,,322376.0,302376.0,302376.0,-5000.0,20000.0
1182737,5798591.0,11105628.0,5703338.0,300000000.0,151889323.0,151890.0,11105628.0,5717497.0,6284676.0,-7793373.0,4820952.0
1263043,,,,,,,,,,,
843006,22368000.0,34889000.0,19556000.0,20000000.0,3770752.0,4000.0,34889000.0,4579000.0,6747000.0,5943000.0,28142000.0
1708405,,294182000.0,10521000.0,25000000.0,8302911.0,83000.0,294182000.0,,205279000.0,10788000.0,88903000.0
1322505,261865000.0,285607000.0,251272000.0,30000000.0,19107040.0,191000.0,285607000.0,25282000.0,104376000.0,-266820000.0,181231000.0
1332174,,,20622531.0,,,,,,,,
1043509,1882600000.0,3746000000.0,170300000.0,,,,3746000000.0,1831400000.0,,721800000.0,814800000.0
1754301,8440000000.0,22754000000.0,,,,,22754000000.0,2213000000.0,,1657000000.0,10917000000.0
1717556,5342183.0,28028207.0,249356.0,250000000.0,14471403.0,14471.0,28028207.0,11285663.0,14505506.0,-23648898.0,15416598.0
1518461,1396053.0,2811512.0,199536.0,500000000.0,4839448.0,4839.0,2811512.0,654447.0,2371230.0,-1868372.0,440282.0
1482512,,8350202000.0,113686000.0,490000000.0,,1514000.0,8350202000.0,,4244533000.0,,3463139000.0
25475,302003000.0,752984000.0,44656000.0,,,,752984000.0,242794000.0,,265245000.0,186939000.0
1534248,11839000.0,12476000.0,11674000.0,500000000.0,9274838.0,0.0,12476000.0,1316000.0,1674000.0,-23695000.0,10802000.0
33488,145398000.0,220705000.0,,30000000.0,13919380.0,13919000.0,220705000.0,46072000.0,81549000.0,125237000.0,139156000.0
1839569,,59856.0,,,,,59856.0,42500.0,42500.0,-7644.0,17356.0
899866,5833000000.0,18103000000.0,2964500000.0,290000000.0,240900000.0,0.0,18103000000.0,1624700000.0,6451800000.0,5243200000.0,11651200000.0
1785424,139218000.0,139827000.0,65622000.0,250000000.0,31432476.0,3000.0,139827000.0,17307000.0,140776000.0,-58049000.0,-949000.0
1334978,1334760000.0,5755273000.0,785308000.0,2350000000.0,468703164.0,4687000.0,5755273000.0,1090206000.0,8537875000.0,-5939534000.0,
1856031,,,,,,,,,,,
876167,238935000.0,1041782000.0,97990000.0,200000000.0,44240635.0,442000.0,1041782000.0,262543000.0,,72547000.0,346013000.0
1680237,0.0,0.0,0.0,200000000.0,12644500.0,12645.0,0.0,54311.0,,-66597.0,54311.0
1128281,3537931.0,4995010.0,1899082.0,3333334.0,1028863.0,30866.0,4995010.0,710345.0,1087278.0,-16032364.0,3907732.0
99302,47210000.0,130770000.0,1034000.0,30000000.0,7441571.0,3721000.0,130770000.0,20035000.0,58263000.0,50376000.0,72507000.0
1035443,,22827878000.0,568532000.0,200000000.0,136690329.0,1367000.0,22827878000.0,,9384100000.0,,11725712000.0
4904,4351500000.0,80757200000.0,392700000.0,600000000.0,516808354.0,3359300000.0,80757200000.0,9926700000.0,59937500000.0,10687800000.0,20550900000.0
1460329,86191000.0,310220000.0,21087000.0,200000000.0,80295141.0,40000.0,310220000.0,50217000.0,93335000.0,-184909000.0,216885000.0
1286973,,,,,,,,,,,
1042074,151585000.0,153825000.0,28193000.0,200000000.0,68946092.0,7000.0,153825000.0,9857000.0,11119000.0,-676858000.0,142706000.0
1625414,1403648000.0,1605317000.0,548608000.0,,,,1605317000.0,336593000.0,663922000.0,145901000.0,936555000.0
1057877,642401000.0,7095244000.0,275116000.0,120000000.0,50461885.0,869235000.0,7095244000.0,287571000.0,,1734103000.0,2559980000.0
806279,,2162199000.0,335793000.0,30000000.0,9820882.0,24552000.0,2162199000.0,,1964239000.0,28380000.0,197960000.0
19446,638040000.0,2050310000.0,243061000.0,75000000.0,46961589.0,4696000.0,2050310000.0,234547000.0,1262644000.0,584866000.0,787666000.0
1823635,,,,,,,,,,,-823802.0
1722969,,,,,,,,,,,-820000.0
1321646,646390000.0,2460957000.0,85901000.0,500000000.0,31873000.0,319000.0,2460957000.0,433087000.0,1811955000.0,240464000.0,604363000.0
1620463,192337000.0,279563000.0,60625000.0,900000000.0,32485784.0,3000.0,279563000.0,4405000.0,5281000.0,-41042000.0,274282000.0
1745078,37999.0,37999.0,7229.0,50000000.0,11599830.0,1160.0,37999.0,379359.0,388284.0,-1715697.0,-350285.0
1251769,58530000.0,77437000.0,36235000.0,100000000.0,25819329.0,26000.0,77437000.0,11668000.0,70686000.0,-272773000.0,6751000.0
1327811,4802061000.0,8718411000.0,1384181000.0,,,,8718411000.0,4282648000.0,5440577000.0,-2909990000.0,3277834000.0
1723187,1613.0,2795.0,512.0,75000000.0,4825000.0,4825.0,2795.0,9599.0,9599.0,-109014.0,-6804.0
95552,383656000.0,1109325000.0,152423000.0,100000000.0,25591930.0,,1109325000.0,231137000.0,,-17323000.0,-21522000.0
275053,154065000.0,249498000.0,92069000.0,50000000.0,19697000.0,139311000.0,249498000.0,69654000.0,92264000.0,26030000.0,
1840102,224358.0,288056.0,217108.0,50000000.0,7670000.0,7670.0,288056.0,51021.0,51021.0,-75465.0,237035.0
1525852,1247789.0,71674947.0,1643.0,2000000000.0,775874596.0,77587.0,71674947.0,596626.0,596626.0,43729968.0,71078321.0
1779372,,51000.0,,20000000.0,3527850.0,0.0,51000.0,4836000.0,4836000.0,-4796000.0,-4785000.0
1424182,,4258483000.0,100486000.0,440000000.0,108609000.0,27000.0,4258483000.0,,1779402000.0,,2299105000.0
36104,,553905000000.0,,4000000000.0,2125725742.0,21000000.0,553905000000.0,,500180000000.0,64188000000.0,53095000000.0
1547903,,2166666000.0,,250000000.0,85163039.0,,2166666000.0,,797075000.0,377011000.0,1369591000.0
1412408,272268000.0,326666000.0,218781000.0,500000000.0,44880883.0,449000.0,326666000.0,54990000.0,63360000.0,-311777000.0,263306000.0
879526,545764000.0,1161470000.0,217677000.0,200000000.0,,755000.0,1161470000.0,235753000.0,756591000.0,107233000.0,404879000.0
1849253,2493350000.0,4529382000.0,895704000.0,,,,4529382000.0,2482321000.0,4218657000.0,-346304000.0,
1397183,985249.0,1245566.0,249521.0,100000000.0,52671395.0,527.0,1245566.0,4536509.0,,-38322456.0,-3706568.0
1704596,761829000.0,1757721000.0,418439000.0,,,,1757721000.0,599037000.0,1407188000.0,,-674156000.0
1393311,,11816546000.0,257560000.0,650000000.0,174581742.0,17458000.0,11816546000.0,,3239647000.0,-914791000.0,8558867000.0
1816581,21223000.0,46414000.0,11362000.0,210956516.0,33327294.0,0.0,46414000.0,20917000.0,83096000.0,-209375000.0,-75907000.0
914748,,23640229000.0,378518000.0,3000.0,1000.0,,23640229000.0,,17225916000.0,5045203000.0,6414313000.0
1699150,3862100000.0,16058600000.0,1750900000.0,1000000000.0,420123978.0,4200000.0,16058600000.0,1498600000.0,6869100000.0,-175700000.0,9119700000.0
903129,643606000.0,1022839000.0,268345000.0,55000000.0,32921341.0,121073000.0,1022839000.0,205984000.0,436508000.0,472782000.0,586331000.0
720500,79033000.0,104527000.0,45614000.0,100000000.0,14091422.0,141000.0,104527000.0,8429000.0,21494000.0,-41692000.0,83033000.0
1602409,9417244.0,9417244.0,989103.0,200000000.0,36200557.0,3620.0,9417244.0,8613606.0,9802820.0,-10074007.0,-392599.0
949157,456000000.0,1399600000.0,81600000.0,195000000.0,97242318.0,1000000.0,1399600000.0,240300000.0,,-1779800000.0,546100000.0
1831964,6759.0,429759.0,,,,,429759.0,322300.0,435300.0,-30541.0,-5541.0
101199,,3069678000.0,87948000.0,75000000.0,25055479.0,25000.0,3069678000.0,,2244529000.0,555854000.0,825149000.0
1836295,61075.0,61075.0,2219.0,80000000.0,40678323.0,4067.0,61075.0,,141431.0,-2925022.0,-80356.0
1227265,,377429338.0,,,,,377429338.0,,18174593.0,,
1039399,487074000.0,963217000.0,187225000.0,250000000.0,77437997.0,78000.0,963217000.0,154571000.0,219133000.0,-165718000.0,744084000.0
1874071,,1355231000.0,72078000.0,50000000.0,18463028.0,185000.0,1355231000.0,,1195687000.0,97541000.0,159544000.0
1019671,25889000.0,50408000.0,5856000.0,100000000.0,37811224.0,378000.0,50408000.0,12179000.0,18867000.0,-214983000.0,31541000.0
1119190,,,,,,,,,,,1560832.0
1821175,10473123.0,17387010.0,3990532.0,,,,17387010.0,14914490.0,15771184.0,-4826335.0,-1029733.0
